ETF,2025-04-30 0:00,2025-03-31 0:00,2025-02-28 0:00,2025-01-31 0:00,2024-12-31 0:00,2024-11-30 0:00,2024-10-31 0:00,2024-09-30 0:00,2024-08-30 0:00,2024-07-31 0:00,2024-06-28 0:00,2024-05-31 0:00,2024-04-30 0:00,2024-03-28 0:00,2024-02-29 0:00,2024-01-31 0:00,2023-12-29 0:00,2023-11-30 0:00,2023-10-31 0:00,2023-09-29 0:00,2023-08-31 0:00,2023-07-31 0:00,2023-06-30 0:00,2023-05-31 0:00,2023-04-28 0:00,2023-03-31 0:00,2023-02-28 0:00,2023-01-31 0:00,2022-12-31 0:00,2022-11-30 0:00,2022-10-31 0:00,2022-09-30 0:00,2022-08-31 0:00,2022-07-31 0:00,2022-06-30 0:00,2022-05-31 0:00,2022-04-30 0:00,2022-03-31 0:00,2022-02-28 0:00,2022-01-31 0:00,2021-12-31 0:00,2021-11-30 0:00,2021-10-31 0:00,2021-09-30 0:00,2021-08-31 0:00
CINC/B CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,244111.3729,244031.9768,244384.7564,238569.9361,240715.3345,240625.6937,238141.415,241080.8526,234805.6635,235833.3887,243696.62,244823.669,242283.4981,244438.7803,240711.241,240421.3529,241104.1372,240905.649,247240.8536,243442.592,240098.1818,240203.1015,478894.2599,495610.3438,984834.8175,1023160.329,1038183.33,1045009.725,1065560.331,1034594.88,1064870.637,1068043.362
MFT CN Equity,585894293.1,0,0,0,0,0,0,0,0,0,0,0,0,521846.981,521121.0251,524151.0201,511379.9858,341083.9844,343003.9978,340243.988,342653.9993,335097.9996,336517.9825,346539.9933,348765.9836,345022.0108,349014.0152,513989.9826,171473.0072,170804.0047,171520.9961,176597.0039,174102.993,171117.0006,171284.008,171100.0061,177275.0092,175993.9957,182390.995,185769.9966,186802.9976,189818.0008,369239.9979,380057.9834,381496.0098
FSL CN Equity,56373357.09,587843602.6,588755955.2,581412915.8,559941118.2,552880622.8,500821194.6,504177464.7,520829511.2,553245424.7,562884988.8,560685017.8,584712345.3,596326377.5,587554986.5,572983149,561908587.3,585854902.7,588655030.3,589086819.5,605565596,606328025.2,610255696.1,636884524.2,679045471.7,687962647,691872059.3,706123372.7,724040669.1,780535281.4,872195386.4,853292759.3,901132343.7,950794934.5,995560995.5,1107302749,1176300491,1123609622,1190849755,1155093415,1129666630,1059957937,1037231011,967238519.1,893136585
BKL/F CN Equity,0,56395383.31,55668831.19,55609294.9,55153859.34,55185770.24,57163900.48,57128885.93,57385715.7,54993667.25,54288323.27,43352737.3,42614456.69,42197202.89,36547878.63,35981044.3,35988721.83,36410359.12,36255653.31,0,36146281.19,36152581.37,36101192.91,36010422.96,36097408.11,37542457.96,37600159.2,38287202.69,37140151.41,38549046.18,38957677.69,38225798.78,39962428.19,42715629.35,41630902.59,43764362.88,44752632.7,44972177.12,50061753.38,44342985.06,45036851.86,41318932.06,42034315.44,40411441.83,41003086.17
HSL CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6919546.299,7940662.524,25081068.04,28417463.42,27343746.98,28271108.2,28716765.99,28744265.31,32373497.08,34030623.48,35649922.1,35629026.03,31854888.99,32605865.88,32625199.73,32938668.97,30942489.28,31047010.11,31884362.87,31926471.63,31968817.75
IFRF CN Equity,2183582.497,0,0,0,0,0,0,0,0,0,0,0,0,0,13268420.97,19065798.14,18899999.64,18846059.81,19031968.1,19356105.02,19838652.25,19592469.04,20900480.29,20770838.96,21145168.1,21579972.4,21548530.26,21709086.68,20050958.91,20121257.19,20103296.47,20499006.95,20847836.72,20819739.09,28823961.82,29251008.29,29386511.89,22880028.31,23372581.59,23953581.33,23969655.81,28529099.72,28419051.59,28452432.44,28858105.72
BKL/C CN Equity,0,3999399.9,4312664.795,4557574.987,4775087.285,4981559.944,5592847.395,6009815.073,6237449.884,8962274.885,9405450.225,10501250.03,10734374.52,11601764.63,11538232.92,11532004.55,11745405.29,12154519.84,11609865.33,11668184.71,10895124.67,11771865.18,10844750.4,11659679.75,11990138.05,11928674.7,13193550.11,13330949.31,26296500.21,9636660.099,8684599.876,8909300.399,9606522.799,9596954.608,12852800.46,13212544.49,13752752.83,13860427.76,13725989.82,13398700.52,13229837.89,12962159.59,13050179.39,12598560.33,12375659.89
BKL/U CN Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507749.691,522640.8005,529316.9975,522609.6153,344150.8102,349709.816,875478.4584,858421.5164,849647.0451,831556.0341,2020698.786,2058922.529,2127909.899,2100640.059,2133846.283,1728207.97,1725765.038,2599309.444,2543827.629,2603212.452,2600221.539
ZPR CN Equity,1283865977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423276.0317,435637.2593,1148214.23,1131764.415,1117924.158,1135553.99,438032.8146,430924.3438,425160.7658,416100.561,807274.291,411633.4376,427154.1827,420217.846,427298.5448,431749.7049,432446.7906,433217.7732,424336.8542,434855.8507,433356.0798
HPR CN Equity,878462189.7,1386012355,1399234541,1431956148,1446067368,1380097722,1346261888,1385407858,1406602660,1452355093,1454628536,1505444733,1506726591,1525659974,1498875498,1548535781,1504927210,1507728049,1357440405,1450124489,1500185467,1470840230,1443727669,1417266688,1510769882,1509938550,1640277267,1672575994,1607470061,1653816254,1696060499,1725374983,1908643419,1891040635,1941619692,2135977633,2083069190,2234973278,2382351073,2462571840,2420253725,2384516220,2350963444,2248720540,2214622931
CPD CN Equity,922302537.9,949116279.8,989357957.3,1026515840,1048122161,1029028790,1011678050,1045558788,1061997522,1052475970,1045343444,1069864265,1061479815,1060053766,1024919387,1033373158,966603986.5,975786751,892025965.5,938716025.3,948973459.5,977328148.5,989032954.4,1007861174,1094706469,1107835385,1166563862,1185328075,1107086864,1206568141,1245068627,1261545050,1359331998,1360140396,1382642272,1549176888,1496355971,1698779659,1762929897,1834045515,1869202386,1849935739,1879470067,1828126815,1805799574
RPF CN Equity,513273076,972145175.3,979442832.2,995114923.7,984482705.3,1012708271,996271007.3,1008869741,1012541029,1004183576,1022768655,1050524853,1040776631,1046128335,1012027442,1009249011,967982124.9,958940353.3,894352976.4,944929680.8,932810167.4,1005543790,964047077.2,958001823.8,1002927273,989136977.7,1040602684,1055743657,1002593348,1029867014,1048459661,1065146230,1155292303,1169858069,1273066056,1332500388,1297045499,1461302268,1502380695,1553920087,1554721026,1537717680,1575408608,1495043361,1482744578
DXP CN Equity,544495193.5,540256176,549273398.7,562849760.5,546867865.8,536090797.4,524322245.7,557386261.2,559915358.7,554726331.2,552173386.3,559457165.2,546142078.5,545241914.2,536475643.6,553354985.8,526820239.3,530684342.2,480251909,509702714.1,529437050.5,566958523.8,563895898.9,553577753.6,586401903.6,587933256.5,636066710.8,661099557.6,625605398.7,660874953.4,698050777.2,727922660.4,802958894.6,797349989.4,816028678.8,875366766.8,858042825.2,944104888.3,960703308,992711007.8,990347143.6,982432111.5,996299833.5,978859449.9,977083811.3
TPRF CN Equity,300978624.1,575758176.2,577759233.9,567888652.2,562683879.9,561845946.9,565969963.1,615899515.2,639146999.5,643476253.3,630300167.7,640346824.4,624115165.3,616318562.3,596514928.6,593833970.5,555270399.1,547104977.6,498069421.7,508118785.9,483952014.5,504591378,501001446.5,492070677.9,514688784.8,526566866.8,550978955.4,559696853.5,518244228,483712151.3,480321338.9,530813970.6,595395866.2,634483207.2,643560007.1,688498398.6,655124601.2,743378885.7,738525541.3,744053585.1,753477042.5,749731244.9,761939466,760498907,749216284.8
NPRF CN Equity,136864256.3,336171927.4,349825216.4,350361685.1,327251722.2,320001122,306002739.8,312457933,312670554.8,302465445,289121514.7,286119042,278462854.9,266984649.3,249622612.2,239225488.7,221150186.7,216506694.2,212558579.2,225489233,224058296.6,238944365.3,240178778.1,235927921.5,250673312,255609249.5,264269953.5,261763061.7,247052587.6,250689842.8,261787185.3,261960580.7,288436275.7,288676102,292057864.8,308058907.6,290724338.2,282003726.9,261720686,252566752.6,233628636.5,222384465.8,219823214.1,203632928.8,183883739
DIVS CN Equity,38028293.87,144094811.6,145001934.8,147492004.4,154551453,157403100.2,154691136.3,156613814.5,154685111.8,149680535.7,140296592.9,139807902,134725595.9,132488032.3,127839164.3,127970242,122026872.6,123103572.6,115862402.3,125023330.8,122752739,130312321.5,129036604.5,130153324.1,138376346,139789978,146352639.9,145838291.5,138342423.9,143305925,143282596.5,151486858.6,160377740.8,157983175.6,158547356.1,168112027.8,161092104.9,174249656.3,174615834,173501716.5,177922647,172307871.8,171276747.1,159972642.7,157778082.7
HLPR CN Equity,98572650.4,39239963.3,44301749.27,44270639.24,49390064.58,50376951.1,50033342.87,50633449.14,50673284.97,49947258.98,49328048.17,49858408.58,50442409.63,52813103.26,52912636.38,54542721.89,54193620.73,55427179.8,53324791.46,57658918.13,58647460.97,61752393.83,62143043.7,65102716.44,67990457.27,71280659.89,74969573.28,78522799.6,74530085.06,78307662.19,94120848.71,100299054.5,107835936.9,108227658.1,112065286.5,118186488.1,116076968.9,135717339.3,140177090,147321389.8,150351973,154084978.1,158247035,157017605.5,159921366.5
PR CN Equity,76360032.63,102099099.8,102448822.6,102719868.5,101200449.4,98465505.68,96849509.13,107175214.6,106493330.8,101389575.5,104813902.4,105085448.6,101196876.7,104018294.1,99909679.55,98752139.94,83937107.29,82766009.53,73964935.57,76644711.32,77142725.8,82341844.48,80980748.74,80972749.71,99630129.75,99103799.31,88586825.85,89081654.51,83714790.22,89760422.65,92864755.56,93321352.96,100853360.4,96604559.45,95009415.48,99928787.65,102306842.9,109819512.3,108459809.6,108689855.8,104414188.6,103105948.9,103536252.8,98357344.64,94997216.49
HYBR CN Equity,65296008.41,78147202.83,78789666.95,78563947.5,78714609.2,78412246.8,82942391.93,84893391.27,84153719.27,82571693.47,82486002.69,81539832.9,78556697.71,78367551.57,76095668.28,76441124.87,73322276.87,73850472.32,70273166.49,73051288.66,67652270.1,71419077.62,72076360.97,71968062.86,74934319.81,73447353.89,76875018.73,79232519.96,74704458.5,79169268.65,79003464.98,81211156.55,89016630.72,88216032.25,87965392.47,92238089.27,88042053.25,96004027.8,96703020.16,98490479.69,100836200.5,99112081.84,99005311.52,95557787.61,92697930.65
PPS CN Equity,0,65233916.25,65211937.72,65490037.33,63318098.63,61245545.53,59916134.23,59934690.35,59965947.94,59330309.78,58539400.46,62172147.33,62953188.82,64773273.06,63305394.09,62858344.04,59088063.01,72969432.5,70474765.34,72834388.78,70915420.49,73900594.3,72541860.98,71134477.16,73751339.5,75106895.11,78517421.46,77641386.32,73512695.1,62050423.27,63065280.82,64749782.09,69123179.32,70103638.16,71505575.98,77397945.9,77842546.99,82980981.73,82641314.32,77445994.18,75854407.72,71832887.21,56817988.5,54867734.65,53800461.86
RPS CN Equity,42018253.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23086069.69,32334555.33,44388719.71,54690551.46,49303331.85,58169179.2,62569216.8,64417219.34,70550674.11,70138520.56,72745386.97,76636237.24,79518986.18,85840582.2,90228629.28,93372550.84,91924730.22,92252748.24,93194022.5,92694208.79,91444850.58
ZPR/U CN Equity,23983405.72,43506474.14,45511020,74213518.42,72573325.52,70208090.21,63707733.57,64005995.2,64087206.11,63153734.94,61061748.39,62787446.02,62517153.47,60273636.44,55474904.74,51055661.06,48485135.58,42655155.28,28677621.93,28758541.87,27317134.34,28558960.1,25284296.75,28760639.8,31893861.72,33399927.1,39413644.91,39346693.78,37739677.38,38773231.79,39688467.76,41884304.23,45303436.2,44974887.99,66010200.2,71799206.99,68057396.52,73714995.07,74510221.19,80731984.64,76755353.34,79263729.55,81353633.83,78536527.48,77959171.94
ZBI CN Equity,95324288.11,24867234.64,25040843.64,25041525.61,24695677.03,24105555.3,23507495.89,23786960.73,23829239.18,23359397.84,23054766.34,22131220.88,21623662.42,21247641.75,20618824.01,20655730.42,19477686.01,19539200.47,17824835.07,18322003.37,18226782.27,19089211.08,18821970.25,18531450.47,19285491.49,19250142.2,20339363.24,20518353.89,15939290.93,16408252.45,16563331.24,16722559.71,18110743.44,12341290.29,12451820.9,13140892.48,12558849.13,13510542.21,13589586.04,7619632.321,0,0,0,0,0
DCP CN Equity,35787112.52,90267539.95,65948248.54,57186403.97,45402810.8,43257801.85,41422345.72,41180989.89,39561310.97,39399474.17,38099949.01,38099636.58,37755305.72,32424856.64,16430228.48,16281613.15,16091362.76,15937998.59,15534215.38,15541477.91,16956320.71,17024589.6,16915552.26,16975327.47,17178278.04,17022496.28,17289121.4,17355840.56,12881775.65,12997390.26,14353260.06,13107054.31,13440068.17,12846799.5,11998717.55,12239182.99,10745634.6,10974029.24,3722444.75,0,0,0,0,0,0
XPF CN Equity,187273259,36959152.98,37063327.69,37185978.13,36639652.82,35416576.81,34064418.41,34570658.11,34188741.64,33512875.37,33172692.54,31870337.3,31215246.77,32258921.81,31087696.84,31074636.84,31065352.25,29339802.93,26785004.43,27714770.51,25736079.41,27108474.16,26778680.23,24603977.97,25662222.29,25601675.42,27161532.59,27250534.06,4841528.893,4951118.66,6714752.96,6791979.218,7342388.916,7247841.644,7323281.86,7713185.883,7384082.794,7919185.638,7939243.317,10189538,10214267.73,10137472.15,10352796.55,10150766.37,10109046.94
BPRF CN Equity,176450747.5,191680693.4,197661035.2,200035346.7,197360824.9,199057743.9,200074323,202402553.4,195144918.7,190990945.1,190001001,189863871.2,180518814.7,179419297,176996079.8,175907917.4,167964157.1,167155470.9,154412850.1,174320464.1,176310134.2,181966425.4,180933681.9,178509375.5,183609552.4,182457204.8,190499764.8,192002663.6,174187547.5,179783654.7,172202539.4,172582634,198753235.2,170311555.2,167417855.5,177130485.5,174570420.1,190428863.5,191918135.5,197168133.5,201278907.3,197421818.7,202277327.7,200362676.8,200370489.1
BEPR CN Equity,67011757.17,186463874.9,184692277.9,180760898.5,177434078.4,175668561.2,169696225.2,163616773.2,159687457.4,158835770.3,157802304.7,154992079.5,152639675.5,153849589.7,151062598.4,150069077.3,147187199.6,147008826,143272837.7,146907866.5,151009118.4,153501798.8,152004453.7,151717945,153800486.3,151946953.3,170086807.3,168820358,156018223.2,160137517.9,150442485.1,153742903.3,163284688.3,166824428.5,160323143.4,169657810.2,172867966.2,181398553.2,179447477.8,181031887.9,182545978.1,81067967.26,76690328.75,72191963.27,67608251.57
FPR CN Equity,51708796.19,70283912.49,68827816.31,68756778.14,67795247.86,67110162.37,65073805.1,63408095.27,62307171.63,60585507.41,59642937.64,60248568.27,59182952.45,60618159.39,59129426.14,58825652.67,57914541.1,55854411.51,52764895.52,54436220.83,55462813.65,57148056.51,55657430.95,55919182.23,56790018.35,56705120.77,69015416.3,69573808.56,63416102.1,63766008.28,60632749.8,62548579.07,67015043.66,69227136.84,65288058.59,69247205.32,63421881.99,67254556.99,68374559.07,70380927.21,71833813.7,70820795.54,0,0,0
BPRF/U CN Equity,4622448.983,53826234.67,55381829.88,56540607.19,55281515.6,54403479.92,53727826.79,55417205.43,55184187.85,53969964.07,52883859.17,54471045.64,53275655.59,54531857.3,52898683.71,53767420.73,54121956.76,52255632.61,49029129.9,51060678.18,51930011.81,53878742.41,54537842.06,54387465.23,56225509.65,56362750.43,61906714.92,62482481.58,62495813.23,62187497.47,64506180.37,64809051.77,68873121.84,69384635.57,69827154.55,75239149.93,75122550.44,85278847.65,85589102.51,87786051.95,87722781.8,85931628.32,87301447.25,86914244.44,86336515.97
BEPR/U CN Equity,5825410.589,5858067.667,6435595.654,5402591.352,5902754.834,6254201.714,6199858.09,6066765.967,5979582.962,6491513.405,6387977.819,6366440.793,6343486.766,6337131.765,6293080.99,6197016.228,5607728.701,5583349.197,5501119.885,5895066.008,6382441.418,6248839.531,6187660.079,6335787.491,6346971.274,7136426.374,6377384.937,6332440.921,5697305.981,6130097.959,5640277.053,6388535.744,6348417.362,6348921.305,7289760.502,7497037.42,7703334.675,7812580.477,7757660.01,8014707.971,7191674.147,7255461.561,6450037.171,5604937.186,5600195.821
ZUP CN Equity,41178264.43,6231780.674,6357123.557,6352720.334,5493235.974,4089541.945,4042696.418,2350250.342,1536052.408,1561618.473,1527639.708,1520954.435,1518056.706,1140966.052,1130454.047,1112508.32,1077944.811,1064818.086,1037560.764,1041470.989,1059408.272,1038129.946,1364455.057,1404667.346,1413348.952,1400458.198,1577371.584,1576706.662,1127310.162,1127533.737,1109312.998,1019692.967,1031865.043,1039811.745,992256.158,1036967.12,1073285.298,0,0,0,0,0,0,0,0
ZHP CN Equity,19786247.01,43415258.47,45709550.27,46502809.28,47895345.34,48641638.22,48031439.21,48299196,44668805.43,45309697.14,45170853.78,45458678.77,45579938.35,48454225.23,48752094.3,46457256.19,43431168.63,42549177.32,40422279.35,43285186.94,43909279.4,43046685.56,42421904.58,42210432.8,42838640.1,44599366.57,50514488.63,51857103.35,47010056.84,50997313.94,49286989.94,60938879.39,61563483.16,61697232.17,60703891.34,64300263.91,66231238.15,74687679.1,75122223.94,74307562.81,74964034.17,75724707.01,72935556.38,71918469.6,69581999.46
RPU CN Equity,12393556.11,20019789.75,21011961.21,20878912.83,19900012.39,20857187.85,19816612.86,21049957.61,19539767.81,18972316.07,19104943.86,19319136.87,18763685.29,19559472.14,19672458,19345913.26,18768138.29,16605654.59,15158969.41,17104664.66,17364958.51,17456799.09,16712556.93,16271796.33,16068765.07,16419005.81,19249073.4,19903972.77,17384892.85,18601635.88,17768380.35,23887637.37,24991348.22,25312245.37,23906446.96,25338189.54,24826574.82,26143339.38,26090052.78,25809371.82,26613859.63,26217175.63,25730060.55,25656295.11,24593607.96
ZUP/U CN Equity,15028341.37,12543231.05,13644077.84,13641997.62,13578976.65,13928934.68,14870702.31,14928685.7,14795004.46,14695594.3,15605935.75,15556734.74,15369284.75,15534615.76,16306032.11,16335425.33,15963079.81,15459591.35,15679392.71,16070899.13,16309915.75,16586618.11,17056807.11,17024807.76,17694279.49,17704537.57,20422830.11,20994751.77,19705425.89,22391283.15,21920365.91,23400812.6,25015592.32,25630320.61,24146412.21,28629774.64,29410544.57,30724019.79,31115595.02,32840032.22,35572473.7,35314086.71,35815665.94,36888434.78,37178813.14
RPU/B CN Equity,6087272.577,15805392.4,16640753.56,16471730.44,16378453.39,16664886.1,16477919.49,16192390.76,15723921.88,16920228.11,16862608.72,17003286.17,16640083.09,17049081.91,17191853.1,16674132.32,15949752.5,18578005.44,19617301.95,20479967.31,22239003.61,21717580.15,21410065.48,21381572.84,22154312.19,22570214.17,26575219.33,23941183.96,21197521.62,24071216.16,23191890.92,24939574.37,26161635.86,27031906.97,25630328.63,26637874.73,26474934.64,27112867.85,28999420.36,31582769.28,29218769.44,29133679.07,27359761.69,27912071.01,27960600.94
RPU/U CN Equity,6097870.025,6413958.765,6493426.041,7632436.033,7505699.027,7317403.826,7778740.875,7581177.317,7476708.235,7620046.244,8513345.207,9463172.481,9437164.245,8878760.387,8784704.005,8712652.348,7915274.773,7839500.298,5366391.923,5380821.587,5430113.618,5845077.931,5718238.303,5842122.661,5901209.422,5887692.654,6499374.678,6515292.115,6221393.992,6127424.453,6075282.247,6673798.958,6766035.302,6761252.614,6402558.175,6774276.95,7060803.897,7182997.77,8451741.913,8787898.159,8991458.846,8995323.918,8845694.792,9757806.524,9800873.527
CVD CN Equity,95733509.16,6407496.177,6481083.202,7562851.623,7513792.49,7316096.825,7778461.399,7571368.158,7490856.343,7615371.221,8509922.115,9472546.309,9429280.213,8873188.742,8788911.207,8679278.02,7889290.11,7848454.93,5370841.891,5365965.736,5443777.071,5835547.414,5710253.473,5854603.016,5902734.2,5891177.844,6486037.749,6523371.83,6216799.26,6165004.585,6082193.716,6660029.971,6746200.752,6764684.634,6402557.894,6765974.937,7044589.74,7171794.177,8460410.264,8778565.278,8991102.979,9025955.335,8859989.232,9773984.499,9808252.537
CXF CN Equity,50697199.28,96229188.54,96189110.76,96964381.89,97340219.59,98076872.25,96433288.57,96053902.63,94966917.04,93974586.49,92202723.5,91819067.96,92167056.08,91651829.72,91953007.79,92384597.78,92437408.83,91587724.11,93505109.41,95524064.06,97973344.52,101317359.9,102213102.6,101419118.6,101883062.6,107775075.5,104609087.2,104312972.6,104417934.4,103358896.3,108575150.1,113836397.7,116470824.4,115514388.1,117177467.8,118641561.9,122312963.7,124683772.6,124059219.9,123055038,127651144.5,125761627.3,126163052.6,121843857.4,119469110.3
